n_objetivos,problema,indicador,hiperparam_ind_conv,,0.001,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.999
5,WFG3,hv,R2,0.5,7.682323e-02,3.642530e-01,5.218353e-01,9.175215e-01,4.636393e-01,nan,1.941881e-01,9.175215e-01,5.218353e-01,2.912903e-02,3.479004e-02
5,WFG3,hv,R2,0.6,2.729378e-01,6.357470e-01,7.625475e-01,9.473009e-01,6.892433e-01,8.158617e-01,nan,9.923439e-01,8.528738e-01,1.227436e-01,2.152166e-01
5,WFG3,hv,R2,0.7,1.478767e-02,1.080837e-01,1.227436e-01,4.347439e-01,6.636333e-02,8.842659e-02,8.590698e-03,nan,2.374525e-01,2.790451e-03,1.162529e-03
5,WFG3,hv,R2,0.8,6.154633e-02,3.505907e-01,4.061775e-01,7.954512e-01,4.127502e-02,4.927177e-01,1.558971e-01,7.738123e-01,nan,8.590698e-03,4.865360e-02
5,WFG3,hv,R2,0.9,7.625475e-01,9.757795e-01,9.708710e-01,9.958458e-01,9.757795e-01,9.734154e-01,8.847437e-01,9.975700e-01,9.923439e-01,nan,8.158617e-01
5,WFG3,hv,R2,0.999,6.219168e-01,8.528738e-01,9.652100e-01,9.800053e-01,9.473009e-01,9.681387e-01,7.954512e-01,9.990072e-01,9.551525e-01,1.941881e-01,nan
5,WFG3,igd,EPS+,0.001,nan,9.536743e-07,1.907349e-06,9.536743e-07,9.536743e-07,9.536743e-07,1.907349e-06,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07
5,WFG3,igd,EPS+,0.1,1.000000e+00,nan,1.074219e-02,5.245209e-05,4.253387e-04,2.384186e-05,4.768372e-06,1.907349e-06,1.907349e-06,9.536743e-07,1.907349e-06
5,WFG3,igd,EPS+,0.2,9.999990e-01,9.903831e-01,nan,8.842659e-02,2.045488e-01,3.186131e-02,7.656097e-03,3.538132e-04,1.611710e-04,4.253387e-04,8.449554e-04
5,WFG3,igd,EPS+,0.3,1.000000e+00,9.999590e-01,9.175215e-01,nan,6.219168e-01,3.920631e-01,1.012249e-01,8.842659e-02,5.083084e-04,7.656097e-03,1.074219e-02
5,WFG3,igd,EPS+,0.4,1.000000e+00,9.996462e-01,8.058119e-01,3.920631e-01,nan,2.729378e-01,6.636333e-02,3.479004e-02,1.611710e-04,1.356125e-03,9.927750e-04
5,WFG3,igd,EPS+,0.5,1.000000e+00,9.999819e-01,9.708710e-01,6.219168e-01,7.391634e-01,nan,2.608366e-01,2.261877e-01,3.479004e-02,5.344391e-03,3.792572e-02
5,WFG3,igd,EPS+,0.6,9.999990e-01,9.999971e-01,9.931917e-01,9.053259e-01,9.384537e-01,7.509956e-01,nan,2.490044e-01,3.792572e-02,5.269909e-02,6.154633e-02
5,WFG3,igd,EPS+,0.7,1.000000e+00,9.999990e-01,9.997072e-01,9.175215e-01,9.681387e-01,7.847834e-01,7.625475e-01,nan,1.649914e-01,1.012249e-01,2.261877e-01
5,WFG3,igd,EPS+,0.8,1.000000e+00,9.999990e-01,9.998693e-01,9.995747e-01,9.998693e-01,9.681387e-01,9.652100e-01,8.441029e-01,nan,3.920631e-01,4.927177e-01
5,WFG3,igd,EPS+,0.9,1.000000e+00,1.000000e+00,9.996462e-01,9.931917e-01,9.988375e-01,9.952822e-01,9.513464e-01,9.053259e-01,6.219168e-01,nan,7.147017e-01
5,WFG3,igd,EPS+,0.999,1.000000e+00,9.999990e-01,9.992838e-01,9.903831e-01,9.991550e-01,9.652100e-01,9.430065e-01,7.847834e-01,5.218353e-01,2.979097e-01,nan
5,WFG3,igd,IGD+,0.001,nan,7.625475e-01,9.175215e-01,4.781647e-01,5.218353e-01,9.818830e-01,6.628885e-01,7.847834e-01,9.946556e-01,8.987751e-01,8.847437e-01
5,WFG3,igd,IGD+,0.1,2.490044e-01,nan,8.441029e-01,2.852983e-01,4.347439e-01,9.053259e-01,5.938225e-01,8.847437e-01,9.986439e-01,8.350086e-01,8.613224e-01
5,WFG3,igd,IGD+,0.2,8.842659e-02,1.649914e-01,nan,4.127502e-02,2.202702e-02,7.847834e-01,3.107567e-01,6.357470e-01,8.255949e-01,7.847834e-01,6.494093e-01
5,WFG3,igd,IGD+,0.3,5.363607e-01,7.270622e-01,9.620743e-01,nan,7.954512e-01,9.880247e-01,9.652100e-01,9.681387e-01,9.931917e-01,9.779730e-01,9.513464e-01
5,WFG3,igd,IGD+,0.4,4.927177e-01,5.795889e-01,9.800053e-01,2.152166e-01,nan,9.880247e-01,8.847437e-01,9.866791e-01,9.968052e-01,9.836159e-01,9.708710e-01
5,WFG3,igd,IGD+,0.5,1.999474e-02,1.012249e-01,2.261877e-01,1.332092e-02,1.332092e-02,nan,1.012249e-01,2.979097e-01,6.892433e-01,2.261877e-01,2.261877e-01
5,WFG3,igd,IGD+,0.6,3.505907e-01,4.204111e-01,7.020903e-01,3.792572e-02,1.227436e-01,9.053259e-01,nan,6.892433e-01,9.473009e-01,7.509956e-01,6.219168e-01
5,WFG3,igd,IGD+,0.7,2.261877e-01,1.227436e-01,3.780832e-01,3.479004e-02,1.478767e-02,7.147017e-01,3.238277e-01,nan,9.285469e-01,4.781647e-01,4.781647e-01
5,WFG3,igd,IGD+,0.8,6.039619e-03,1.576424e-03,1.841383e-01,7.656097e-03,3.647804e-03,3.238277e-01,5.699348e-02,7.682323e-02,nan,1.152563e-01,1.558971e-01
5,WFG3,igd,IGD+,0.9,1.080837e-01,1.744051e-01,2.261877e-01,2.422047e-02,1.811695e-02,7.847834e-01,2.608366e-01,5.363607e-01,8.919163e-01,nan,2.152166e-01
5,WFG3,igd,IGD+,0.999,1.227436e-01,1.471262e-01,3.642530e-01,5.269909e-02,3.186131e-02,7.847834e-01,3.920631e-01,5.363607e-01,8.528738e-01,7.954512e-01,nan
5,WFG3,igd,R2,0.001,nan,7.625475e-01,5.938225e-01,9.384537e-01,7.625475e-01,8.772564e-01,8.919163e-01,7.270622e-01,9.115734e-01,2.729378e-01,6.357470e-01
5,WFG3,igd,R2,0.1,2.490044e-01,nan,2.852983e-01,8.987751e-01,4.491587e-01,8.441029e-01,7.509956e-01,4.927177e-01,7.954512e-01,1.227436e-01,3.505907e-01
5,WFG3,igd,R2,0.2,4.204111e-01,7.270622e-01,nan,9.175215e-01,7.270622e-01,8.987751e-01,8.058119e-01,7.391634e-01,8.350086e-01,2.045488e-01,4.491587e-01
5,WFG3,igd,R2,0.3,6.636333e-02,1.080837e-01,8.842659e-02,nan,1.305494e-01,4.347439e-01,2.261877e-01,5.508413e-01,4.927177e-01,2.658463e-02,8.247852e-02
5,WFG3,igd,R2,0.4,2.490044e-01,5.652561e-01,2.852983e-01,8.772564e-01,nan,8.158617e-01,5.795889e-01,6.628885e-01,7.509956e-01,1.080837e-01,3.371115e-01
5,WFG3,igd,R2,0.5,1.305494e-01,1.649914e-01,1.080837e-01,5.795889e-01,1.941881e-01,nan,5.795889e-01,3.107567e-01,5.363607e-01,1.332092e-02,2.374525e-01
5,WFG3,igd,R2,0.6,1.152563e-01,2.608366e-01,2.045488e-01,7.847834e-01,4.347439e-01,4.347439e-01,nan,5.218353e-01,7.391634e-01,1.305494e-01,2.979097e-01
5,WFG3,igd,R2,0.7,2.852983e-01,5.218353e-01,2.729378e-01,4.636393e-01,3.505907e-01,7.020903e-01,4.927177e-01,nan,5.938225e-01,1.471262e-01,3.920631e-01
5,WFG3,igd,R2,0.8,9.467411e-02,2.152166e-01,1.744051e-01,5.218353e-01,2.608366e-01,4.781647e-01,2.729378e-01,4.204111e-01,nan,4.865360e-02,2.152166e-01
5,WFG3,igd,R2,0.9,7.391634e-01,8.847437e-01,8.058119e-01,9.757795e-01,8.987751e-01,9.880247e-01,8.772564e-01,8.613224e-01,9.551525e-01,nan,8.987751e-01
5,WFG3,igd,R2,0.999,3.780832e-01,6.628885e-01,5.652561e-01,9.231768e-01,6.761723e-01,7.738123e-01,7.147017e-01,6.219168e-01,7.954512e-01,1.080837e-01,nan
5,WFG3,igd+,EPS+,0.001,nan,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
5,WFG3,igd+,EPS+,0.1,9.536743e-07,nan,9.999971e-01,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
5,WFG3,igd+,EPS+,0.2,9.536743e-07,4.768372e-06,nan,9.990072e-01,9.999685e-01,9.999819e-01,9.999971e-01,1.000000e+00,1.000000e+00,9.999990e-01,1.000000e+00
5,WFG3,igd+,EPS+,0.3,9.536743e-07,9.536743e-07,1.162529e-03,nan,9.818830e-01,9.923439e-01,9.999685e-01,9.999590e-01,9.999971e-01,1.000000e+00,9.999971e-01
5,WFG3,igd+,EPS+,0.4,9.536743e-07,9.536743e-07,4.100800e-05,1.999474e-02,nan,7.391634e-01,9.513464e-01,9.513464e-01,9.952822e-01,9.999161e-01,9.994917e-01
5,WFG3,igd+,EPS+,0.5,9.536743e-07,9.536743e-07,2.384186e-05,8.590698e-03,2.729378e-01,nan,7.625475e-01,9.473009e-01,9.931917e-01,9.880247e-01,9.994917e-01
5,WFG3,igd+,EPS+,0.6,9.536743e-07,9.536743e-07,4.768372e-06,4.100800e-05,5.269909e-02,2.490044e-01,nan,7.020903e-01,9.587250e-01,9.939604e-01,9.892578e-01
5,WFG3,igd+,EPS+,0.7,9.536743e-07,9.536743e-07,9.536743e-07,5.245209e-05,5.269909e-02,5.699348e-02,3.107567e-01,nan,8.772564e-01,9.430065e-01,9.779730e-01
5,WFG3,igd+,EPS+,0.8,9.536743e-07,9.536743e-07,9.536743e-07,4.768372e-06,5.344391e-03,7.656097e-03,4.484749e-02,1.305494e-01,nan,7.738123e-01,8.847437e-01
5,WFG3,igd+,EPS+,0.9,9.536743e-07,9.536743e-07,1.907349e-06,9.536743e-07,1.049042e-04,1.332092e-02,6.808281e-03,6.154633e-02,2.374525e-01,nan,6.079369e-01
5,WFG3,igd+,EPS+,0.999,9.536743e-07,9.536743e-07,9.536743e-07,4.768372e-06,6.046295e-04,6.046295e-04,1.197529e-02,2.422047e-02,1.227436e-01,4.061775e-01,nan
5,WFG3,igd+,IGD+,0.001,nan,1.227436e-01,8.694506e-01,4.781647e-01,9.551525e-01,8.987751e-01,9.513464e-01,9.880247e-01,9.336367e-01,9.931917e-01,9.779730e-01
5,WFG3,igd+,IGD+,0.1,8.847437e-01,nan,9.999819e-01,9.972095e-01,9.999475e-01,9.998026e-01,9.993954e-01,9.998693e-01,9.995747e-01,9.999905e-01,9.999819e-01
5,WFG3,igd+,IGD+,0.2,1.386776e-01,2.384186e-05,nan,1.744051e-01,3.642530e-01,4.927177e-01,6.357470e-01,7.625475e-01,7.391634e-01,8.350086e-01,8.772564e-01
5,WFG3,igd+,IGD+,0.3,5.363607e-01,3.194809e-03,8.350086e-01,nan,8.255949e-01,9.384537e-01,9.681387e-01,9.800053e-01,9.473009e-01,9.708710e-01,9.866791e-01
5,WFG3,igd+,IGD+,0.4,4.865360e-02,6.675720e-05,6.494093e-01,1.841383e-01,nan,7.020903e-01,7.954512e-01,8.919163e-01,6.494093e-01,9.473009e-01,8.772564e-01
5,WFG3,igd+,IGD+,0.5,1.080837e-01,2.412796e-04,5.218353e-01,6.636333e-02,3.107567e-01,nan,4.636393e-01,6.079369e-01,8.158617e-01,8.058119e-01,7.954512e-01
5,WFG3,igd+,IGD+,0.6,5.269909e-02,7.162094e-04,3.780832e-01,3.479004e-02,2.152166e-01,5.508413e-01,nan,7.391634e-01,6.357470e-01,7.147017e-01,6.761723e-01
5,WFG3,igd+,IGD+,0.7,1.332092e-02,1.611710e-04,2.490044e-01,2.202702e-02,1.152563e-01,4.061775e-01,2.729378e-01,nan,4.204111e-01,7.020903e-01,6.079369e-01
5,WFG3,igd+,IGD+,0.8,7.145309e-02,5.083084e-04,2.729378e-01,5.699348e-02,3.642530e-01,1.941881e-01,3.780832e-01,5.938225e-01,nan,7.391634e-01,8.772564e-01
5,WFG3,igd+,IGD+,0.9,7.656097e-03,1.335144e-05,1.744051e-01,3.186131e-02,5.699348e-02,2.045488e-01,2.979097e-01,3.107567e-01,2.729378e-01,nan,4.781647e-01
5,WFG3,igd+,IGD+,0.999,2.422047e-02,2.384186e-05,1.305494e-01,1.478767e-02,1.305494e-01,2.152166e-01,3.371115e-01,4.061775e-01,1.305494e-01,5.363607e-01,nan
5,WFG3,igd+,R2,0.001,nan,8.350086e-01,7.270622e-01,9.998951e-01,9.968052e-01,9.998388e-01,9.975700e-01,9.972095e-01,9.978895e-01,8.842659e-02,1.941881e-01
5,WFG3,igd+,R2,0.1,1.744051e-01,nan,2.608366e-01,9.866791e-01,8.694506e-01,9.952822e-01,9.866791e-01,8.919163e-01,9.587250e-01,1.332092e-02,2.912903e-02
5,WFG3,igd+,R2,0.2,2.852983e-01,7.509956e-01,nan,9.981728e-01,9.175215e-01,9.972095e-01,9.892578e-01,9.430065e-01,9.681387e-01,6.636333e-02,6.636333e-02
5,WFG3,igd+,R2,0.3,1.306534e-04,1.478767e-02,2.110481e-03,nan,3.792572e-02,2.608366e-01,3.238277e-01,5.269909e-02,2.979097e-01,6.675720e-05,3.147125e-05
5,WFG3,igd+,R2,0.4,3.647804e-03,1.386776e-01,8.842659e-02,9.652100e-01,nan,8.847437e-01,8.350086e-01,6.494093e-01,8.441029e-01,1.576424e-03,1.611710e-04
5,WFG3,igd+,R2,0.5,1.974106e-04,5.344391e-03,3.194809e-03,7.509956e-01,1.227436e-01,nan,3.920631e-01,1.649914e-01,4.636393e-01,1.974106e-04,3.147125e-05
5,WFG3,igd+,R2,0.6,2.790451e-03,1.478767e-02,1.197529e-02,6.892433e-01,1.744051e-01,6.219168e-01,nan,3.107567e-01,4.927177e-01,3.538132e-04,2.790451e-03
5,WFG3,igd+,R2,0.7,3.194809e-03,1.152563e-01,6.154633e-02,9.513464e-01,3.642530e-01,8.441029e-01,7.020903e-01,nan,6.628885e-01,6.046295e-04,1.162529e-03
5,WFG3,igd+,R2,0.8,2.429962e-03,4.484749e-02,3.479004e-02,7.147017e-01,1.649914e-01,5.508413e-01,5.218353e-01,3.505907e-01,nan,3.147125e-05,7.162094e-04
5,WFG3,igd+,R2,0.9,9.175215e-01,9.880247e-01,9.384537e-01,9.999475e-01,9.986439e-01,9.998388e-01,9.997072e-01,9.994917e-01,9.999762e-01,nan,6.892433e-01
5,WFG3,igd+,R2,0.999,8.158617e-01,9.734154e-01,9.384537e-01,9.999762e-01,9.998693e-01,9.999762e-01,9.975700e-01,9.990072e-01,9.993954e-01,3.238277e-01,nan
5,WFG3,r2,EPS+,0.001,nan,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
5,WFG3,r2,EPS+,0.1,9.536743e-07,nan,9.999971e-01,9.999971e-01,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
5,WFG3,r2,EPS+,0.2,9.536743e-07,4.768372e-06,nan,9.175215e-01,9.963522e-01,9.999981e-01,9.999685e-01,1.000000e+00,1.000000e+00,9.999161e-01,1.000000e+00
5,WFG3,r2,EPS+,0.3,9.536743e-07,4.768372e-06,8.842659e-02,nan,9.175215e-01,9.986439e-01,9.998951e-01,9.999685e-01,9.999905e-01,9.999161e-01,9.999971e-01
5,WFG3,r2,EPS+,0.4,9.536743e-07,9.536743e-07,4.154205e-03,8.842659e-02,nan,8.772564e-01,9.430065e-01,9.734154e-01,9.999590e-01,9.914093e-01,9.999685e-01
5,WFG3,r2,EPS+,0.5,9.536743e-07,9.536743e-07,2.861023e-06,1.576424e-03,1.305494e-01,nan,5.363607e-01,8.772564e-01,9.975700e-01,9.285469e-01,9.999590e-01
5,WFG3,r2,EPS+,0.6,9.536743e-07,9.536743e-07,4.100800e-05,1.306534e-04,6.154633e-02,4.781647e-01,nan,8.987751e-01,9.997587e-01,8.772564e-01,9.999762e-01
5,WFG3,r2,EPS+,0.7,9.536743e-07,9.536743e-07,9.536743e-07,4.100800e-05,2.912903e-02,1.305494e-01,1.080837e-01,nan,9.551525e-01,6.357470e-01,9.996462e-01
5,WFG3,r2,EPS+,0.8,9.536743e-07,9.536743e-07,9.536743e-07,1.335144e-05,5.245209e-05,2.790451e-03,2.927780e-04,4.865360e-02,nan,1.012249e-01,8.987751e-01
5,WFG3,r2,EPS+,0.9,9.536743e-07,9.536743e-07,1.049042e-04,1.049042e-04,9.616852e-03,7.682323e-02,1.305494e-01,3.780832e-01,9.053259e-01,nan,9.231768e-01
5,WFG3,r2,EPS+,0.999,9.536743e-07,9.536743e-07,9.536743e-07,4.768372e-06,4.100800e-05,5.245209e-05,3.147125e-05,4.253387e-04,1.080837e-01,8.247852e-02,nan
5,WFG3,r2,IGD+,0.001,nan,4.636393e-01,8.847437e-01,2.608366e-01,8.350086e-01,4.636393e-01,8.255949e-01,8.694506e-01,1.649914e-01,7.625475e-01,4.061775e-01
5,WFG3,r2,IGD+,0.1,5.508413e-01,nan,9.430065e-01,3.505907e-01,7.847834e-01,2.261877e-01,6.219168e-01,7.738123e-01,1.152563e-01,7.391634e-01,2.729378e-01
5,WFG3,r2,IGD+,0.2,1.227436e-01,6.154633e-02,nan,2.422047e-02,2.261877e-01,6.636333e-02,1.012249e-01,7.145309e-02,4.717827e-03,1.012249e-01,1.074219e-02
5,WFG3,r2,IGD+,0.3,7.509956e-01,6.628885e-01,9.779730e-01,nan,9.115734e-01,5.938225e-01,8.847437e-01,7.625475e-01,3.107567e-01,8.772564e-01,4.636393e-01
5,WFG3,r2,IGD+,0.4,1.744051e-01,2.261877e-01,7.847834e-01,9.467411e-02,nan,1.012249e-01,1.941881e-01,3.238277e-01,1.999474e-02,4.636393e-01,1.080837e-01
5,WFG3,r2,IGD+,0.5,5.508413e-01,7.847834e-01,9.384537e-01,4.204111e-01,9.053259e-01,nan,7.147017e-01,7.509956e-01,1.386776e-01,8.255949e-01,4.204111e-01
5,WFG3,r2,IGD+,0.6,1.841383e-01,3.920631e-01,9.053259e-01,1.227436e-01,8.158617e-01,2.979097e-01,nan,5.938225e-01,4.865360e-02,6.219168e-01,2.608366e-01
5,WFG3,r2,IGD+,0.7,1.386776e-01,2.374525e-01,9.336367e-01,2.490044e-01,6.892433e-01,2.608366e-01,4.204111e-01,nan,4.127502e-02,6.219168e-01,1.152563e-01
5,WFG3,r2,IGD+,0.8,8.441029e-01,8.919163e-01,9.958458e-01,7.020903e-01,9.818830e-01,8.694506e-01,9.551525e-01,9.620743e-01,nan,9.551525e-01,6.761723e-01
5,WFG3,r2,IGD+,0.9,2.490044e-01,2.729378e-01,9.053259e-01,1.305494e-01,5.508413e-01,1.841383e-01,3.920631e-01,3.920631e-01,4.865360e-02,nan,5.699348e-02
5,WFG3,r2,IGD+,0.999,6.079369e-01,7.391634e-01,9.903831e-01,5.508413e-01,8.987751e-01,5.938225e-01,7.509956e-01,8.919163e-01,3.371115e-01,9.473009e-01,nan
5,WFG3,r2,R2,0.001,nan,2.729378e-01,5.652561e-01,5.218353e-01,8.058119e-01,9.336367e-01,7.270622e-01,3.505907e-01,8.847437e-01,6.219168e-01,7.847834e-01
5,WFG3,r2,R2,0.1,7.391634e-01,nan,9.336367e-01,8.441029e-01,9.779730e-01,9.852123e-01,9.800053e-01,7.625475e-01,9.866791e-01,8.528738e-01,8.613224e-01
5,WFG3,r2,R2,0.2,4.491587e-01,7.145309e-02,nan,4.061775e-01,5.363607e-01,7.625475e-01,4.061775e-01,2.152166e-01,5.652561e-01,2.490044e-01,3.642530e-01
5,WFG3,r2,R2,0.3,4.927177e-01,1.649914e-01,6.079369e-01,nan,7.270622e-01,9.175215e-01,5.652561e-01,3.642530e-01,7.625475e-01,5.363607e-01,6.079369e-01
5,WFG3,r2,R2,0.4,2.045488e-01,2.422047e-02,4.781647e-01,2.852983e-01,nan,8.255949e-01,2.490044e-01,5.699348e-02,4.347439e-01,1.841383e-01,2.152166e-01
5,WFG3,r2,R2,0.5,7.145309e-02,1.638412e-02,2.490044e-01,8.842659e-02,1.841383e-01,nan,1.471262e-01,2.422047e-02,2.152166e-01,6.154633e-02,8.247852e-02
5,WFG3,r2,R2,0.6,2.852983e-01,2.202702e-02,6.079369e-01,4.491587e-01,7.625475e-01,8.613224e-01,nan,5.699348e-02,6.219168e-01,3.238277e-01,3.920631e-01
5,WFG3,r2,R2,0.7,6.628885e-01,2.490044e-01,7.954512e-01,6.494093e-01,9.473009e-01,9.779730e-01,9.473009e-01,nan,8.919163e-01,7.625475e-01,9.115734e-01
5,WFG3,r2,R2,0.8,1.227436e-01,1.478767e-02,4.491587e-01,2.490044e-01,5.795889e-01,7.954512e-01,3.920631e-01,1.152563e-01,nan,1.152563e-01,3.505907e-01
5,WFG3,r2,R2,0.9,3.920631e-01,1.558971e-01,7.625475e-01,4.781647e-01,8.255949e-01,9.430065e-01,6.892433e-01,2.490044e-01,8.919163e-01,nan,6.079369e-01
5,WFG3,r2,R2,0.999,2.261877e-01,1.471262e-01,6.494093e-01,4.061775e-01,7.954512e-01,9.231768e-01,6.219168e-01,9.467411e-02,6.628885e-01,4.061775e-01,nan
5,WFG3,s-energy,EPS+,0.001,nan,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07
5,WFG3,s-energy,EPS+,0.1,1.000000e+00,nan,1.335144e-05,2.861023e-06,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07
5,WFG3,s-energy,EPS+,0.2,1.000000e+00,9.999905e-01,nan,6.039619e-03,2.384186e-05,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07,9.536743e-07
5,WFG3,s-energy,EPS+,0.3,1.000000e+00,9.999981e-01,9.946556e-01,nan,1.012249e-01,1.576424e-03,5.245209e-05,1.335144e-05,1.907349e-06,6.675720e-06,9.536743e-07
5,WFG3,s-energy,EPS+,0.4,1.000000e+00,1.000000e+00,9.999819e-01,9.053259e-01,nan,9.616852e-03,1.356125e-03,8.392334e-05,1.335144e-05,9.536743e-07,9.536743e-07
5,WFG3,s-energy,EPS+,0.5,1.000000e+00,1.000000e+00,1.000000e+00,9.986439e-01,9.914093e-01,nan,1.471262e-01,1.012249e-01,8.392334e-05,3.538132e-04,2.861023e-06
5,WFG3,s-energy,EPS+,0.6,1.000000e+00,1.000000e+00,1.000000e+00,9.999590e-01,9.988375e-01,8.613224e-01,nan,4.204111e-01,3.647804e-03,2.790451e-03,1.907349e-06
5,WFG3,s-energy,EPS+,0.7,1.000000e+00,1.000000e+00,1.000000e+00,9.999905e-01,9.999332e-01,9.053259e-01,5.938225e-01,nan,3.479004e-02,8.590698e-03,2.861023e-06
5,WFG3,s-energy,EPS+,0.8,1.000000e+00,1.000000e+00,1.000000e+00,9.999990e-01,9.999905e-01,9.999332e-01,9.968052e-01,9.681387e-01,nan,2.852983e-01,4.127502e-02
5,WFG3,s-energy,EPS+,0.9,1.000000e+00,1.000000e+00,1.000000e+00,9.999952e-01,1.000000e+00,9.997072e-01,9.975700e-01,9.923439e-01,7.270622e-01,nan,5.269909e-02
5,WFG3,s-energy,EPS+,0.999,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,9.999981e-01,9.999990e-01,9.999981e-01,9.620743e-01,9.513464e-01,nan
5,WFG3,s-energy,IGD+,0.001,nan,4.491587e-01,2.374525e-01,4.636393e-01,4.636393e-01,7.270622e-01,2.045488e-01,2.979097e-01,5.218353e-01,3.920631e-01,4.781647e-01
5,WFG3,s-energy,IGD+,0.1,5.652561e-01,nan,4.061775e-01,4.491587e-01,2.608366e-01,2.979097e-01,1.152563e-01,2.979097e-01,6.892433e-01,5.652561e-01,6.628885e-01
5,WFG3,s-energy,IGD+,0.2,7.738123e-01,6.079369e-01,nan,7.509956e-01,5.218353e-01,5.218353e-01,2.490044e-01,4.491587e-01,8.528738e-01,5.938225e-01,7.847834e-01
5,WFG3,s-energy,IGD+,0.3,5.508413e-01,5.652561e-01,2.608366e-01,nan,2.852983e-01,4.347439e-01,2.152166e-01,3.642530e-01,5.652561e-01,6.357470e-01,7.509956e-01
5,WFG3,s-energy,IGD+,0.4,5.508413e-01,7.509956e-01,4.927177e-01,7.270622e-01,nan,3.920631e-01,3.107567e-01,4.347439e-01,5.652561e-01,7.509956e-01,6.892433e-01
5,WFG3,s-energy,IGD+,0.5,2.852983e-01,7.147017e-01,4.927177e-01,5.795889e-01,6.219168e-01,nan,5.072823e-01,5.508413e-01,4.927177e-01,6.628885e-01,5.508413e-01
5,WFG3,s-energy,IGD+,0.6,8.058119e-01,8.919163e-01,7.625475e-01,7.954512e-01,7.020903e-01,5.072823e-01,nan,6.079369e-01,8.255949e-01,9.430065e-01,8.987751e-01
5,WFG3,s-energy,IGD+,0.7,7.147017e-01,7.147017e-01,5.652561e-01,6.494093e-01,5.795889e-01,4.636393e-01,4.061775e-01,nan,7.147017e-01,7.847834e-01,7.954512e-01
5,WFG3,s-energy,IGD+,0.8,4.927177e-01,3.238277e-01,1.558971e-01,4.491587e-01,4.491587e-01,5.218353e-01,1.841383e-01,2.979097e-01,nan,3.780832e-01,4.636393e-01
5,WFG3,s-energy,IGD+,0.9,6.219168e-01,4.491587e-01,4.204111e-01,3.780832e-01,2.608366e-01,3.505907e-01,6.154633e-02,2.261877e-01,6.357470e-01,nan,6.219168e-01
5,WFG3,s-energy,IGD+,0.999,5.363607e-01,3.505907e-01,2.261877e-01,2.608366e-01,3.238277e-01,4.636393e-01,1.080837e-01,2.152166e-01,5.508413e-01,3.920631e-01,nan
5,WFG3,s-energy,R2,0.001,nan,4.347439e-01,4.204111e-01,6.494093e-01,5.218353e-01,1.471262e-01,4.204111e-01,5.652561e-01,6.494093e-01,3.642530e-01,4.636393e-01
5,WFG3,s-energy,R2,0.1,5.795889e-01,nan,5.938225e-01,5.795889e-01,6.494093e-01,4.636393e-01,4.061775e-01,7.391634e-01,5.652561e-01,5.363607e-01,8.350086e-01
5,WFG3,s-energy,R2,0.2,5.938225e-01,4.204111e-01,nan,7.391634e-01,5.508413e-01,2.979097e-01,3.642530e-01,7.147017e-01,4.061775e-01,3.780832e-01,8.058119e-01
5,WFG3,s-energy,R2,0.3,3.642530e-01,4.347439e-01,2.729378e-01,nan,2.152166e-01,1.012249e-01,9.467411e-02,2.979097e-01,1.744051e-01,1.941881e-01,4.781647e-01
5,WFG3,s-energy,R2,0.4,4.927177e-01,3.642530e-01,4.636393e-01,7.954512e-01,nan,2.261877e-01,1.649914e-01,6.761723e-01,7.147017e-01,3.107567e-01,6.357470e-01
5,WFG3,s-energy,R2,0.5,8.613224e-01,5.508413e-01,7.147017e-01,9.053259e-01,7.847834e-01,nan,5.652561e-01,8.528738e-01,7.391634e-01,7.391634e-01,8.919163e-01
5,WFG3,s-energy,R2,0.6,5.938225e-01,6.079369e-01,6.494093e-01,9.115734e-01,8.441029e-01,4.491587e-01,nan,6.761723e-01,8.772564e-01,7.270622e-01,7.509956e-01
5,WFG3,s-energy,R2,0.7,4.491587e-01,2.729378e-01,2.979097e-01,7.147017e-01,3.371115e-01,1.558971e-01,3.371115e-01,nan,3.780832e-01,1.841383e-01,4.781647e-01
5,WFG3,s-energy,R2,0.8,3.642530e-01,4.491587e-01,6.079369e-01,8.350086e-01,2.979097e-01,2.729378e-01,1.305494e-01,6.357470e-01,nan,3.642530e-01,6.761723e-01
